title,author,poem,date,link,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness
"Nocturne, Traffic Control Point",Hugh Martin,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#martin"">Hugh Martin</a></em></p>
<p></p>
<p class=""line"">In armor, sweat, and skin, I sat</p>
<p class=""line"">in the Humvee’s shell of steel.</p>
<p class=""line"">Miles of traffic moved down the freeway,</p>
<p></p>
<p class=""line"">north to Baghdad, engines shaking,</p>
<p class=""line"">vehicles blurring against</p>
<p class=""line"">pavement-heat ghosts.</p>
<p></p>
<p class=""line"">A white car curved left, leapt the curb,</p>
<p class=""line"">and came at us like the line of a bullet.</p>
<p class=""line"">Jenkins traversed the 240, there were shouts</p>
<p></p>
<p class=""line"">and shots—then I hovered high</p>
<p class=""line"">above the roaring earth</p>
<p class=""line"">on an orange bed of smoke</p>
<p></p>
<p class=""line"">when the man’s body, gone at the torso,</p>
<p class=""line"">twisted toward me, flailing out</p>
<p class=""line"">his thin, dead arm, like he wanted</p>
<p class=""line"">to hold my hand.</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/the-stick-soldiers"">The Stick Soldiers</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71186700990001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2013<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Dec 5, 2016",http://poetry.lib.uidaho.edu/index.php/hugh-martin/traffic-control-point/,-0.382336,0.241538,0.273917,0.587373,0.001618,0.06077
"Home from Iraq, Barking Spider Tavern",Hugh Martin,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#martin"">Hugh Martin</a></em></p>
<p></p>
<p class=""line"">&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;—<em>Cleveland, Ohio</em> </p>
<p></p>
<p class=""line"">Outside on the smoker’s patio,</p>
<p class=""line"">the Army vet shakes my hand</p>
<p class=""line"">for the twentieth time, yells</p>
<p class=""line"">about <em>loyalty, country, duty</em>.</p>
<p></p>
<p class=""line"">Between gulps, he explains his shame</p>
<p class=""line"">for missing the Storm—</p>
<p class=""line"">a bum knee, ten thousand</p>
<p class=""line"">beers later, and now, another war</p>
<p class=""line"">to miss. We finish the cans,</p>
<p class=""line"">throw them at a wall, crack new ones.</p>
<p></p>
<p class=""line"">The summer sweat sticks to his face</p>
<p class=""line"">and in his eyes is the horror</p>
<p class=""line"">of not going, that he’d live</p>
<p class=""line"">all his life having to say <em>no</em>,</p>
<p class=""line"">blaming a bum knee,</p>
<p class=""line"">hitting it hard with a palm</p>
<p class=""line"">to punish it.</p>
<p></p>
<p class=""line"">He shakes my hand again,</p>
<p class=""line"">grabs my shoulder,</p>
<p class=""line"">and then seems to want to kiss me,</p>
<p class=""line"">suck out whatever was left</p>
<p class=""line"">since he wanted to taste it so badly.</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/the-stick-soldiers"">The Stick Soldiers</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71186700990001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2013<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>
</p>
<p class=""line"">","Dec 19, 2016",http://poetry.lib.uidaho.edu/index.php/hugh-martin/barking-spider-tavern/,-0.506882,0.408377,0.170662,0.091401,0.000233,0.54182
"The War Was Good, Thank You",Hugh Martin,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#martin"">Hugh Martin</a></em></p>
<p></p>
<p class=""line"">&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;—<em>In the college cafeteria, a freshman girl asks</em>, So, how was the war?</p>
<p></p>
<p class=""line"">1.</p>
<p></p>
<p class=""line"">We live in small steel hooches</p>
<p class=""line"">shaped like boxcars. We fill bags</p>
<p></p>
<p class=""line"">with sand and sweat</p>
<p class=""line"">to pile beside us. Our rifles collect dust</p>
<p></p>
<p class=""line"">when we sleep. Our rifles collect dust</p>
<p class=""line"">when we fire them.</p>
<p></p>
<p class=""line"">2.</p>
<p></p>
<p class=""line"">In Jalula, I stood in the turret, hands</p>
<p class=""line"">on the Fifty. I looked over mud walls and fences</p>
<p></p>
<p class=""line"">into backyards, alleyways. A man</p>
<p class=""line"">and a woman backed from a doorway; I watched them</p>
<p></p>
<p class=""line"">through dark sunglasses and the sight aperture.</p>
<p class=""line"">They kissed, then turned—they saw me. The man smiled,</p>
<p></p>
<p class=""line"">as if wanting me to keep it a secret. I didn’t tell anyone.</p>
<p></p>
<p class=""line"">3.</p>
<p></p>
<p class=""line"">Some afternoons, I lay outside shirtless</p>
<p class=""line"">and set ice cubes</p>
<p class=""line"">on my closed eyelids. I let them melt.</p>
<p></p>
<p class=""line"">4.</p>
<p></p>
<p class=""line"">After weddings, people point rifles</p>
<p class=""line"">to the sky, and fire,</p>
<p></p>
<p class=""line"">as if wanting to put holes</p>
<p class=""line"">through heaven.</p>
<p></p>
<p class=""line"">5.</p>
<p></p>
<p class=""line"">Groups send care packages. There’s always so much</p>
<p class=""line"">ChapStick, baby wipes; we pile it in boxes</p>
<p></p>
<p class=""line"">or throw it to the children. I spoil myself</p>
<p class=""line"">with ChapStick, balm my lips</p>
<p></p>
<p class=""line"">even when it’s not needed. Outside the wire,</p>
<p class=""line"">I raise my chin to the sun, flex</p>
<p></p>
<p class=""line"">my lips, kiss them together, not afraid</p>
<p class=""line"">of anything, not afraid at all.</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/the-stick-soldiers"">The Stick Soldiers</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71186700990001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2013<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.","Jan 31, 2017",http://poetry.lib.uidaho.edu/index.php/hugh-martin/the-war-was-good-thank-you/,-0.21493,0.132638,0.136957,0.450772,0.295269,0.535346
To an Editor Who Said I Repeat Myself and Tell Too Much,Craig Morgan Teicher,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#teicher"">Craig Morgan Teicher</a></em></p>
<p></p>
<p class=""line"">The mouth works all its life to spit a vowel&#8212;</p>
<p class=""line"">some long sound with feeling fenced in </p>
<p class=""line"">by the sharp stops of a few consonants, a howl </p>
<p class=""line"">and a pen to keep it tame, a calm din </p>
<p class=""line"">that won’t drown out the life it tries </p>
<p class=""line"">to say, but won’t deny, either, that hell </p>
<p class=""line"">is the sound we’re born making, the cry </p>
<p class=""line"">in the womb, which we tell </p>
<p class=""line"">and tell&#8212;too much, of course&#8212;</p>
<p class=""line"">in the hope of exhausting it. Stated plain, </p>
<p class=""line"">there is no other subject—rejoice, remorse, </p>
<p class=""line"">repress&#8212;all words stand for pain. </p>
<p class=""line"">Over and over I say&#8212;what else can I do? </p>
<p class=""line"">All words stand for pain. Fuck you. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/to-keep-love-blurry"">To Keep Love Blurry</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma:CP71123506640001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2012<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Oct 28, 2016",http://poetry.lib.uidaho.edu/index.php/craig-morgan-teicher/to-an-editor-who-said-i-repeat-myself-and-tell-too-much/,-0.328082,0.287211,0.244571,0.091315,0.04779,0.470878
Late Poem,Craig Morgan Teicher,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#teicher"">Craig Morgan Teicher</a></em></p>
<p></p>
<p class=""line"">I was alone inside a book as I’d wished. It was</p>
<p class=""line"">fifty years from now. I didn’t live that long.</p>
<p class=""line"">The book was lost, in an attic, a locked trunk,</p>
<p class=""line"">a storage space, under rubble. It was the last</p>
<p class=""line"">copy, the only. Immortality seemed a memory.</p>
<p class=""line"">My journals were lost or incinerated, those fervent</p>
<p class=""line"">transcriptions and wonderings and hopeful</p>
<p class=""line"">evenings, scripts for wild lives unlived, unloved</p>
<p class=""line"">long since disintegrated. Whatever power</p>
<p class=""line"">I encoded had escaped and moved on. I was</p>
<p class=""line"">neither I nor eye nor lie. No one cared or could.</p>
<p class=""line"">Even what was left of me wasn’t. My bones</p>
<p class=""line"">were as brittle as a text, religious, with no teacher.</p>
<p class=""line"">Looking back, there was no future, no future.</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/to-keep-love-blurry"">To Keep Love Blurry</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma:CP71123506640001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2012<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Apr 6, 2017",http://poetry.lib.uidaho.edu/?p=1419,-0.355459,0.100141,0.055261,0.458368,0.203513,0.513988
Lines in the Rain,Craig Morgan Teicher,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#teicher"">Craig Morgan Teicher</a></em></p>
<p></p>
<p class=""line"">You, dear Brenda, are at home</p>
<p class=""line"">with our son, whose remarkable</p>
<p class=""line"">days have him laughing</p>
<p class=""line"">like any kid he isn’t. When</p>
<p class=""line"">we made him out of the wish</p>
<p></p></p>
<p class=""line""><p class=""line"">to make him, we knew nothing</p>
<p class=""line"">except our own parents couldn’t be</p>
<p class=""line"">close or far enough.</p>
<p class=""line"">Our son can’t run, which may</p>
<p class=""line"">be our fault, we’ll never know,</p>
<p></p>
<p class=""line"">like sitting on separate daggers.</p>
<p class=""line"">Love is the need to escape</p>
<p class=""line"">the beloved, isn’t it? So you can</p>
<p class=""line"">pretend you can’t cause any pain?</p>
<p class=""line"">It’s a mutation of guilt, isn’t it?</p>
<p></p>
<p class=""line"">I hide beneath sheets, close</p>
<p class=""line"">to your belly, and apologize</p>
<p class=""line"">&#8212;to you, to my mother, to our son,</p>
<p class=""line"">to motherhood and fatherhood,</p>
<p class=""line"">to all those now fleeing</p>
<p></p>
<p class=""line"">what they love. It’s grotesque,</p>
<p class=""line"">but I will cough something up,</p>
<p class=""line"">a bloody string of self, to tie</p>
<p class=""line"">you to me, me to him, him to you,</p>
<p class=""line"">then we can all go our ways,</p>
<p></p>
<p class=""line"">separate or not, or nowhere, and pluck</p>
<p class=""line"">that string, feel each other</p>
<p class=""line"">tensing, teasing the other end.</p>
<p class=""line"">You may not understand&#8212;I don’t</p>
<p class=""line"">either&#8212;but someday we might:</p>
<p></p>
<p class=""line"">Someday shines on families like light.</p>
<p class=""line""><p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/to-keep-love-blurry"">To Keep Love Blurry</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma:CP71123506640001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2012<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Sep 19, 2016",http://poetry.lib.uidaho.edu/index.php/craig-morgan-teicher/lines-in-the-rain/,-0.141639,0.151651,0.082311,0.446553,0.433356,0.534959
Ghost Hunger,Cecilia Woloch,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#woloch"">Cecilia Woloch</a></em></p>
<p></p>
<p class=""line"">Sometimes when I wipe the bowl with my bread</p>
<p class=""line"">when I scramble one egg, two eggs, with milk</p>
<p></p>
<p class=""line"">when I stir the kasha until it’s thick</p>
<p class=""line"">when I sit at the table and bow my head</p>
<p></p>
<p class=""line"">I think of how my father ate</p>
<p class=""line"">how he bowed his head—though he didn’t pray</p>
<p></p>
<p class=""line"">at least not in the usual way of grace</p>
<p class=""line"">but always that posture over his plate</p>
<p></p>
<p class=""line"">of supplication, gratitude—</p>
<p class=""line"">the hungry shoulders of the boy</p>
<p></p>
<p class=""line"">who’d stuffed his mouth with pulled grass once</p>
<p class=""line"">who never got over that there was enough</p>
<p></p>
<p class=""line"">Sometimes I wipe the bowl with my bread</p>
<p class=""line"">Sometimes I feed his ghost this prayer</p> 
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/carpathia-poems"">Carpathia</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71167063470001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2009<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Nov 25, 2016",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/ghost-hunger/,-0.193132,0.265366,0.308786,0.102513,0.00608,0.437591
Be Always Late,Cecilia Woloch,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#woloch"">Cecilia Woloch</a></em></p>
<p></p>
<p align=center>—<em>after Baudelaire</em></p> 
<p></p>
<p align=justify>One should always be late. One should always be running/half-running in high-heeled boots through the streets with the church bells ringing the hour one should have already arrived. And be still en route, still a bridge away, still a sliver of silvery river to go. One should have clouds at one’s shoulders like breath, panting clouds and a gasp of wind at the nape of the neck to keep one cool. The heart should be clicking against the ribs: <em>I’m late, I’m late, I’m late</em>. One should be turning just then past the church, past evening beginning in every cafe, past the poor little park with its late little flowers, disheveled little flames. Because somewhere someone waits. Because somewhere one has already arrived and will never rush past this again. One’s self with one’s coat like a black sky flung; one’s own shadow flaring out behind. And the sound of those bells in one’s hair, in one’s bones. Now and ever. Not never: late.</p> 
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/carpathia-poems"">Carpathia</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71167063470001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2009<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Oct 27, 2016",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/be-always-late/,-0.357861,0.169201,0.105066,0.399644,0.332689,0.281597
Fireflies,Cecilia Woloch,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#woloch"">Cecilia Woloch</a></em></p>
<p></p>
<p class=""line"">And these are my vices:</p>
<p class=""line"">impatience, bad temper, wine,</p>
<p class=""line"">the more than occasional cigarette,</p>
<p class=""line"">an almost unquenchable thirst to be kissed,</p>
<p class=""line"">a hunger that isn’t hunger</p>
<p class=""line"">but something like fear, a staunching of dread</p>
<p class=""line"">and a taste for bitter gossip</p>
<p class=""line"">of those who’ve wronged me—for bitterness—</p>
<p class=""line"">and flirting with strangers and saying <em>sweetheart</em></p>
<p class=""line"">to children whose names I don’t even know</p>
<p class=""line"">and driving too fast and not being Buddhist</p>
<p class=""line"">enough to let insects live in my house</p>
<p class=""line"">or those cute little toylike mice</p>
<p class=""line"">whose soft gray bodies in sticky traps</p>
<p class=""line"">I carry, lifeless, out to the trash</p>
<p class=""line"">and that I sometimes prefer the company of a book</p>
<p class=""line"">to a human being, and humming</p>
<p class=""line"">and living inside my head</p>
<p class=""line"">and how as a girl I trailed a slow-hipped aunt</p>
<p class=""line"">at twilight across the lawn</p>
<p class=""line"">and learned to catch fireflies in my hands,</p>
<p class=""line"">to smear their sticky, still-pulsing flickering</p>
<p class=""line"">onto my fingers and earlobes like jewels.</p> 
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/carpathia-poems"">Carpathia</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71167063470001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2009<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Feb 28, 2017",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/fireflies/,-0.238945,0.32826,0.367947,0.252044,0.001313,0.198823
on poetry & history - after joy harjo,Aracelis Girmay,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#girmay"">Aracelis Girmay</a></em></p>
<p></p>
<p>On a panel of men who spoke about history & poetry, she sat quietly for much of it. They, the men, were saying strong things, good things but in authoritative voices, voices that knew they knew things. & she remained the only quiet one. She listened as if she weren’t listening. Her face looked forward. Her quiet seemed distant. It had a straight back. & then she interrupted one of the men & said something like, <br/>“That reminds me of the time…” & she spoke of a fellow Native American teacher in her region who committed suicide near the end of one of the years, & how he must have been hurting & isolated & in pain, but not many people spoke about that, or spoke about his death or their loss when he died. It was swept under the rug, that was the phrase she used, & she said she was at home one day & looking out of the window & she noticed a black thread or string there, floating in the frame, & she observed it for a while, floating there, until she realized that that black string was grief. The grief of the professor, the grief of the students, her own grief, the grief of silence, a historical grief, & that she knew that it was her job to take that thread & put it somewhere, weave it into the larger tapestry (she made a gesture, then, as if that tapestry were just above her head). She said it was her job to put that grief in its place, or else someone else, some child or grown person would be out walking & just walk right into it, without knowing what it was they’d walked into, what they had, then, inherited in a way, what they were, then, carrying & feeling. The danger of that. The grief of that. & that was what she said about poetry & history. & that is all I remember from all of the things that were said that entire day.</p> 
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/the-black-maria"">the black maria</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71244688630001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2016<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Sep 27, 2016",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/on-poetry-history-after-joy-harjo/,-0.398718,0.106934,0.12101,0.557307,0.16631,0.564608
luam cleaning house - umbertide,Aracelis Girmay,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#girmay"">Aracelis Girmay</a></em></p>
<p></p>
<p class=""line"">Moths, moths,</p>
<p class=""line"">this is our</p>
<p class=""line"">shelter, what</p>
<p class=""line"">one of our kind</p>
<p class=""line"">made for another</p>
<p class=""line"">of our kind.</p>
<p class=""line"">That light is</p>
<p class=""line"">not a moon.</p>
<p class=""line"">But an invention.</p>
<p class=""line"">It keeps us safe</p>
<p class=""line"">from stumbling</p>
<p class=""line"">up the walk</p>
<p class=""line"">or helps us to see</p>
<p class=""line"">what it is</p>
<p class=""line"">at the door.</p>
<p></p>
<p class=""line"">In the morning</p>
<p class=""line"">your bodies, shavings</p>
<p class=""line"">of flight, here & there,</p>
<p class=""line"">having surrendered.</p>
<p class=""line"">You were always dying</p>
<p class=""line"">in my sleep.</p>
<p class=""line"">& I, your last</p>
<p class=""line"">neighbor.</p>
<p></p>
<p class=""line"">Before I take the brown broom</p>
<p class=""line"">gently to your body,</p>
<p class=""line"">I see your once-was.</p>
<p class=""line"">With care, I study your eyes.</p>
<p class=""line"">It is my job.</p> 
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/the-black-maria"">the black maria</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71244688630001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2016<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Mar 6, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/luam-cleaning-house-umbertide/,0.14018,0.108262,0.104079,0.593497,0.523669,0.55646
Second Estrangement,Aracelis Girmay,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#girmay"">Aracelis Girmay</a></em></p>
<p></p>
<p class=""line"">Please raise your hand,</p>
<p class=""line"">whomever else of you</p>
<p class=""line"">has been a child,</p>
<p class=""line"">lost, in a market</p>
<p class=""line"">or a mall, without</p>
<p class=""line"">knowing it at first, following</p>
<p class=""line"">a stranger, accidentally</p>
<p class=""line"">thinking he is yours,</p>
<p class=""line"">your family or parent, even</p>
<p class=""line"">grabbing for his hands,</p>
<p class=""line"">even calling the word</p>
<p class=""line"">you said then for “Father,”</p>
<p class=""line"">only to see the face</p>
<p class=""line"">look strangely down, utterly</p>
<p class=""line"">foreign, utterly not the one</p>
<p class=""line"">who loves you, you</p>
<p class=""line"">who are a bird suddenly</p>
<p class=""line"">stunned by the glass partitions</p>
<p class=""line"">of rooms.</p>
<p class=""line"">&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;How far</p>
<p class=""line"">the world you knew, & tall,</p>
<p class=""line"">& filled, finally, with strangers.</p> 
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/the-black-maria"">the black maria</a></em><a target=""_blank"" class=""librarylink"" href=""http://alliance-primo-sb.hosted.exlibrisgroup.com/UID:ui_alma_summit:CP71244688630001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2016<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Apr 28, 2017",http://poetry.lib.uidaho.edu/?p=1434,-0.0837095,0.10191,0.097707,0.315001,0.031624,0.550523
"Ode to the Little ''r""",Aracelis Girmay,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/poets/#girmay"">Aracelis Girmay</a></em></p>
<p></p>
<p class=""line"">Little propeller</p>
<p class=""line"">working between</p>
<p class=""line"">the two fields of my a’s,</p>
<p class=""line"">making my name</p>
<p class=""line"">a small boat</p>
<p class=""line"">that leaves the port</p>
<p class=""line"">of old San Juan</p>
<p class=""line"">or Ponce,</p>
<p class=""line"">with my grandfather,</p>
<p class=""line"">Miguel, on a boat,</p>
<p class=""line"">or in an airplane,</p>
<p class=""line"">with a hundred or so</p>
<p class=""line"">others, leaving the island</p>
<p class=""line"">for work, cities,</p>
<p class=""line"">in winters that would break</p>
<p class=""line"">their bones, make old,</p>
<p class=""line"">old men out of all of them,</p>
<p class=""line"">factory workers, domino</p>
<p class=""line"">players, little islands themselves</p>
<p class=""line"">who would eat & be eaten by Chicago,</p>
<p class=""line"">New York, the wars</p>
<p class=""line"">they fought without</p>
<p class=""line"">being able to vote for</p>
<p class=""line"">the president. Little propeller</p>
<p class=""line"">of their names: Francisco,</p>
<p class=""line"">Reymundo, Arelis, Margarita,</p>
<p class=""line"">Hernán, Roberto, Reina.</p>
<p class=""line"">Little propeller of our names</p>
<p class=""line"">delivering the cargo of blood</p>
<p class=""line"">to the streets of Holyoke,</p>
<p class=""line"">Brooklyn, New London,</p>
<p class=""line"">Ojai, where the teacher says,</p>
<p class=""line"">“Say your name?” sweetly,</p>
<p class=""line"">& the beautiful propeller</p>
<p class=""line"">working between</p>
<p class=""line"">the two fields of my a’s</p>
<p class=""line"">& the teacher saying, “Oh!</p>
<p class=""line"">You mean, ‘Are-Raw-Sell-Lease.’”</p>
<p class=""line"">Or “Robe-Bert-Toe”</p>
<p class=""line"">or “Marred-Guh-Reetuh, like</p>
<p class=""line"">the drink!” & the “r”</p>
<p class=""line"">sounding like a balloon</p>
<p class=""line"">deflating in the room, sad</p>
<p class=""line"">& sagging. I am hurt.</p>
<p class=""line"">It is as if I handed her</p>
<p class=""line"">all my familiar trees & flowers,</p>
<p class=""line"">every drawing of the family map</p>
<p class=""line"">& boats & airplanes & cuatros</p>
<p class=""line"">& coquis, & she used her English</p>
<p class=""line"">to make an axe & tried to chop</p>
<p class=""line"">them down. But, “r,” little propeller</p>
<p class=""line"">of my name, small & beautiful monster</p>
<p class=""line"">changing shapes, you win. You fly</p>
<p class=""line"">around the room, little bee, upsetting</p>
<p class=""line"">the teacher & making all of Class-310A laugh,</p>
<p class=""line"">you fly over the yard, in our mouths,</p>
<p class=""line"">as our bodies make airplanes over the grass,</p>
<p class=""line"">you, little propeller, are taking over the city,</p>
<p class=""line"">you are the sound of cars racing, the sound</p>
<p class=""line"">of bicycle spokes fitted with playing cards</p>
<p class=""line"">to make it sound like we are going fast,</p>
<p class=""line"">this is our ode to you, little “r,” little</p>
<p class=""line"">machine of our names, simple</p>
<p class=""line"">as a heart, just working, always,</p>
<p class=""line"">there when we go to the grocery,</p>
<p class=""line"">there in the songs</p>
<p class=""line"">we sing in our sleep.</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.boaeditions.org/collections/poetry/products/kingdom-animalia"">Kingdom Animalia</a></em><a target=""_blank"" class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma:CP7196710850001451"">Find it in the library</a></p><p class=""citation"">Copyright © BOA Editions, Ltd 2011<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a target=""_blank"" href=""https://www.boaeditions.org/"">BOA Editions LTD</a>.</p>","Jan 12, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/ode-to-the-little-r/,-0.131692,0.152385,0.102396,0.097922,0.211815,0.571333
