title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
My Uncanny Resemblance to a Young Sean Connery,Rick Bursky,"Dec 7, 2016",http://poetry.lib.uidaho.edu/index.php/rick-bursky/my-uncanny-resemblance-to-a-young-sean-connery/,negative,-0.261128,0.438002,0.428314,0.423019,0.417,0.528113,wine bottle; Santa Monica; Santa Monica policewoman; one-time KGB agent; unemployed Russian immigrant; shrimp Pad Thai; Angeles County Jail; early James Bond; infamous enemy agent; New York Review; attacker; Wilshire Boulevard; Thai restaurant; black Beretta; emergency room; small beams; Soviet Union; real life; ex-KGB officers; security company; eyes; night; head; Bursts; Candies; restroom; skull; Alexis; trigger; collapse; finger; documentaries; discipline; impact; street; color; hands; ambulance; parking; light; instant; hospital; movies; hand; Books; movie
birth-day,Lucille Clifton,"Jan 10, 2017",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/,positive,0.184633,0.030843,0.009432,0.0454,0.912,0.024202,glacial cap; clumsy blessings; cane fields; snow kingdom; sun-drenched south; waits; ache; morning
An American Story,Lucille Clifton,"May 15, 2017",http://poetry.lib.uidaho.edu/?p=1242,positive,0.0612675,0.180333,0.105125,0.101698,0.234,0.444412,naked white guy; Nude Dude; elementary school; honor roll; white mans; little girl; emsp; times; afternoon; pride; car; kids
blessing the boats,Lucille Clifton,"May 11, 2017",http://poetry.lib.uidaho.edu/?p=1244,negative,-0.0265198,0.021979,0.03718,0.815035,0.090,0.061718,St. Mary; emsp; water; tide; lip; innocence; fear; sail; face; eyes; understanding
good times,Lucille Clifton,"Mar 3, 2017",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/,positive,0.256503,0.14076,0.040753,0.006098,0.774,0.064536,good times; insurance man; uncle brud; oh children; kitchen; daddy; rent; everybody; dollar; mama; bread; lights; grampaw
homage to my hips,Lucille Clifton,"Apr 4, 2017",http://poetry.lib.uidaho.edu/?p=1249,negative,-0.103884,0.192685,0.120092,0.161835,0.253,0.514317,hips; big hips; free hips; mighty hips; magic hips; petty places.; spell; space; man
miss rosie,Lucille Clifton,"Dec 8, 2016",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/miss-rosie/,positive,0.0273565,0.052066,0.545165,0.106492,0.048,0.325242,old potato peels; wet brown bag; little toe; old man; Georgia Rose; smell; garbage; grocery; destruction; shoes; mind
mother tongue: babylon,Lucille Clifton,"May 20, 2017",http://poetry.lib.uidaho.edu/?p=1253,negative,-0.1196,0.081701,0.043146,0.10719,0.038,0.776746,moonlit waters; blind stars; night; weep; loneliness; exile; ease; arms; children; place; wind; trees; weight; beauty
my dream about being white,Lucille Clifton,"Oct 20, 2016",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/my-dream-about-being-white/,negative,-0.0966989,0.099684,0.042891,0.009906,0.298,0.590216,hey music; white history; flutter; lips; nose; fall; clothes; hair; line; future
what the mirror said,Lucille Clifton,"Mar 30, 2017",http://poetry.lib.uidaho.edu/?p=1257,positive,0.0284636,0.078652,0.224729,0.086726,0.242,0.532239,somebody need; hands; woman; wonder; mister; geography; city; map; noplace; girl
wishes for sons,Lucille Clifton,"Apr 12, 2017",http://poetry.lib.uidaho.edu/?p=1259,negative,-0.494394,0.117952,0.106697,0.104936,0.192,0.529421,strange town; white skirt; hot flashes; clots; tampon; cramps; arrogance; gynecologists; 7-11; believe.&emsp
Weave,Wyn Cooper,"Dec 21, 2016",http://poetry.lib.uidaho.edu/index.php/wyn-cooper/weave/,negative,-0.214204,0.202054,0.382262,0.145387,0.003,0.438497,minarets; mosque; slum; alley; Turks; hands; door; muezzin; speakers; prayer; eye; people; directions; language; stories
European,Wyn Cooper,"Feb 23, 2017",http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/,negative,-0.125201,0.18417,0.116434,0.147074,0.179,0.572896,Tory; Toro; glare; Sicilian; NATO; feathers; flame; tongue; boots; kind; train; shoes; eyes; pain; names; country; man; room; floor—; countries
The Half King,Wyn Cooper,"Apr 17, 2017",http://poetry.lib.uidaho.edu/?p=1265,negative,-0.168515,0.118433,0.45645,0.109708,0.021,0.375866,great half; Half King; waits; friend; confusion; Chelsea; people; bar; pieces; advice; place; sea; level
The Laying on of Hands,Jim Daniels,"Oct 14, 2016",http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-laying-on-of-hands/,negative,-0.518288,0.479998,0.429981,0.409879,0.208,0.531008,blah blah blah; twisted black coal; fuck; cluttered desks; casual classroom; caustic bodies; somebody’s words; low bark; ink bleeds; dirty snow; home; thighs; effigy; Causality; Lust; fingers; statue; Punctuation; charge; flames; heads; ash; syllabus; friends; founder; floor; notes
Hit and Run,Jim Daniels,"Dec 26, 2016",http://poetry.lib.uidaho.edu/index.php/jim-daniels/hit-and-run/,negative,-0.268756,0.138642,0.12228,0.473464,0.494,0.483827,emsp; birthday cake; imperfect yellow circles; daughter dances; purple leotards; graceful insects—level; asshole pitching; Body parts; nice play; Liquid life; final score; frayed flowers; girl’s friends; severed leg; ritual singing; plaintive sign; Old guy; softball; eyes; police; night; road; age; curb; traffic; park; street; hand; sirens; nights; bus; fence; gore; opponent; rain; studio; Strike; catch; claims; Ball
The Geography of Detroit,Jim Daniels,"Feb 13, 2017",http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/,negative,-0.208037,0.106126,0.112139,0.577531,0.210,0.510811,jail free card; Mile Road; stubborn faith; optical illusion; abandoned child; good start; church door; largest pothole; small slice; rock salt; free fall; auto industry; preposition
What I Mean When I Say Truck Driver,Geffrey Davis,"Dec 23, 2016",http://poetry.lib.uidaho.edu/index.php/geffrey-davis/what-i-mean-when-i-say-truck-driver/,negative,-0.499241,0.124993,0.122395,0.484157,0.171,0.555048,stuffed polar bear; father fishes; 15th birthday; clumsy love; Salvation Army; uneasy guardian; father’s mouth; him—we hug; eldest child; desert bloom; crudely-sewn fabric; small word—son—guides; little change; summer dresses; miniature bear; religious beliefs; gray coat; word son; mother; fist-fights; haul; gaze; shoulders; virginity; absence; addict; porch; barrel; miles; Boys; trouble; fear; pocket; wheel; Seasons; approach; cold; decision; money; coffee; city; men; border; women; patient
Farmer's Market Sweet Plums: Apology to the Flower Lady,Geffrey Davis,"Sep 28, 2016",http://poetry.lib.uidaho.edu/index.php/geffrey-davis/farmers-market-sweet-plums-apology-to-the-flower-lady/,negative,-0.202478,0.168109,0.239005,0.145955,0.189,0.313344,beauty qua beauty; slow gesture; painful carefulness—; anonymous labor; flower; gentleness; mdash; sweetness; certainty; se; fingers; plums; hips; scissors; burden; strangers; hands; belief; issue; fruit; market
The Epistemology of Gentleness,Geffrey Davis,"Nov 9, 2016",http://poetry.lib.uidaho.edu/index.php/geffrey-davis/the-epistemology-of-gentleness/,negative,-0.06093,0.155471,0.118015,0.426271,0.237,0.644632,sappy love songs; suicidal tendencies; human ways; home-team loss; medicine cabinets; rental store; DVD descriptions; emsp; world; suicide; hand; darling; father; conversations; midway; channels; motions—smile; course; story; people; radio; reviews; wrong—or; —I; movies
Antidote for Night,Marsha de la O,"Sep 16, 2016",http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/antidote-for-night/,negative,-0.0678763,0.116648,0.377877,0.455707,0.503,0.473832,emsp; tawdry shining thing; flayed Labrador; slippery pottage; man croons; shoulder—he recoils; high window; broad sail; Venus more times; fitful sleep; rocky shore; doorstep; wheeze; eyes; chute; bone; insomnia; halfway; hands; head; rebels; stars; Baby; heart; breath; mouth; agent; waves; moon; wall-eye; stalled-gulp; silver; breast; forgets&mdash
Under the Lemon Tree,Marsha de la O,"Mar 13, 2017",http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/,negative,-0.125168,0.128601,0.15096,0.414478,0.183,0.512236,leathery hides; fine mist; green shadow; lemon tree; quiet deeps; soft bursts—; water brims; droplets; meringue; earth; light; balm; custard; pudding; footsteps; salve; dew; globes; rain; drift; neck; breath; essence; brew; citrus; mother; hands; hundreds; falls; hollandaise; plans; fruit; face; unceasingly—lemons; body; heat; way; season
Possum,Marsha de la O,"Feb 20, 2017",http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/,negative,-0.391776,0.157977,0.201572,0.602803,0.134,0.521838,long pink tail; indiscriminate desire; wiry hairs; husband bent; bad meal; improbable nest; fragile nose; then—her ruin; boogie board; heavy figure; blue placenta; barren ground—; quick palsy; mortal calculation; long labor; belly wall; honey bees; little matter; building bits; woman; brows; rancor; leftovers; endures; teats; favor; barking; gaze; ruff; possum; hound; stranger; pouch; chin; stick; bowl; teeth; boy; flesh; garage; dog; snowdrops; corner; silver; infants; father; shoulders—discovered—; door; dinner; birds—still
Weather Report,Debra Kang Dean,"Mar 2, 2017",http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/,negative,-0.230111,0.130607,0.154754,0.435217,0.167,0.537497,self-appointed snow inspector; light snow; conspiratorial grin; steady downpour; Vanna White; used-car salesmen; small creatures; usual answer; poker pals; different way; old friend; forecasters; weather; shovel; shit; gnats; flakes; shifts; clouds; fingers; showers; bluff; handle; miles; Boston; news; letters; sun
Hail,Debra Kang Dean,"May 19, 2017",http://poetry.lib.uidaho.edu/?p=1291,negative,-0.153544,0.130838,0.472081,0.154,0.443,0.587858,emsp; Standard Oil broadcast; monkey pods; small bells—something; Miss Engard; blue palings; clear pieces; blue rails; feet; hands; fronds; afternoon; commotion; imaginations; spoons; time; tears; assassination; something—; story; glass; witch; teacher; door; Halloween; news; teachers
i. reflected light,Debra Kang Dean,"Feb 6, 2017",http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/,negative,-0.0174628,0.127539,0.075841,0.630451,0.437,0.455123,face; green face; Lean face; serene face; Unseen face; sweet face; time flies—and erases; dark woods; praises; shoulder; turtle; incense; embrace; oasis; fate; rise; swift; speed; prayer; heart; desert; light
Dear Tiara,Sean Thomas Dougherty,"May 4, 2017",http://poetry.lib.uidaho.edu/?p=1296,negative,-0.471624,0.055796,0.079086,0.464239,0.321,0.475945,emsp; deep sorrow places; Night Movie Theater; pawnshop window; hummingbird sipping; bad instincts; throaty humming; air shaft; old baggage; library fine; little fish; Christmas cactus; black reel; old age; misgivings; ex-boyfriend; syllables; mannequin; conjectures
Dear Pistachio,Sean Thomas Dougherty,"Oct 18, 2016",http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/dear-pistachio/,positive,0.00642718,0.114818,0.068451,0.073226,0.228,0.542712,dear impertinent pistachio; Calypso bent calla; dear ragamuffin ragweed—; artichoke—my lima bean; earth-cauled cauliflower; babushka’d cabbage; heliotropical sunflower; vituperative violet; eucalyptus; locust
The Day Biggie Smalls Died,Sean Thomas Dougherty,"Mar 7, 2017",http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/,negative,-0.114221,0.160558,0.186035,0.155531,0.196,0.491067,aka Christopher Wallace; Long Island Sound; mythological badness; accidental beats; Thelonious Monk; torn riddle; one-track wail; DJ’s discs; note cut; dizzyingly adagio; stone prayers; hunger; somebody; pair; breath; Brooklyn; weather; life; disappeared—; texts; diamond; songs; head; flight; delivery; susurrations
Words for Worry,Li-Young Lee,"Sep 30, 2016",http://poetry.lib.uidaho.edu/index.php/li-young-lee/words-for-worry/,negative,-0.105275,0.127878,0.076735,0.478761,0.280,0.491749,worry; sleepless worry; Tired worry; word; manifests mysteries; Dear Firefly; lunch bag; sole word; child; father; son; loneliness; instance; nails; Orphan; tea; water; middle; night; laundry; note; He-Dreams-for-All-Our-Sakes; His-Dispersal-Wins-the-Birds; words; understanding
Eating Together,Li-Young Lee,"Apr 7, 2017",http://poetry.lib.uidaho.edu/?p=1305,positive,0.208136,0.060424,0.414596,0.030757,0.019,0.569521,sweetest meat; snow-covered road; green onion; sesame oil; sprigs; steamer; slivers; ginger; fingers; lunch; trout; pines; travelers; sister; rice
Persimmons,Li-Young Lee,"Jan 20, 2017",http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/,positive,0.00657239,0.103543,0.429242,0.159549,0.271,0.506322,Mrs. Walker; grade Mrs. Walker; Ripe ones; ripe weight; persimmons; chiu chiu; bedroom windowsill; muddy lighting; wee man; plain birds; Chinese apple; black cane; wooden stairs; stupid question; father; Hibiscus leaf; persimmon; white flower; yarn; emsp; precision; sun; Wrens; fright; crickets; eat; cellar; newspaper; skin; eyes; meat; mother; cloth; fight; box; hand; dewy; Sniff; shivering; untie; bottoms; Chew; head; corner; stomach; suck; Dew; Ni; sadness; difference
The Gift,Li-Young Lee,"Feb 8, 2017",http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/,negative,-0.237601,0.123343,0.118692,0.151168,0.206,0.538609,Ore Going Deep; metal splinter; lovely face; iron sliver; low voice; dark water; silver tear; tiny flame; Little Assassin; father; story; palm; hand; boy; tenderness; afternoon; blade; flames; shard; fingers; tale; discipline; wound; thumbnail; hands; measures; wife; head; man; prayer; die; pain
Oasis,Matthew Shenoda,"May 1, 2017",http://poetry.lib.uidaho.edu/?p=1311,positive,0.0351553,0.099457,0.350229,0.106843,0.305,0.144164,finely finished chair; cowry adornment; cacophonous tapestries; scorching sun; simple humanity; road sign; lover; nape; lament; windstorm; life; wanderer; sweat; moments; ivory; remembrance; divisions; person; cloud; signal; country; home; artist; sea; river; temple; stone
Voices from the Rubble,Matthew Shenoda,"Mar 10, 2017",http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/,positive,0.137307,0.180277,0.402173,0.219279,0.191,0.091676,twisted roots; earth; veins; taste; seas; wheat; hearts; travels; soil; vision; street
For Lower Nubia,Matthew Shenoda,"May 16, 2017",http://poetry.lib.uidaho.edu/?p=1315,positive,0.198722,0.091138,0.175781,0.042065,0.309,0.410229,dead president; beautiful lake; time; glimmer; Horus; ripples; Nubia; tombs; dam; elders; spot; relics; Villages; pace; temples; masks; shore; culture; people; grace; color
Ephesians,Ryan Teitman,"Sep 20, 2016",http://poetry.lib.uidaho.edu/index.php/ryan-teitman/ephesians/,negative,-0.310419,0.069914,0.51052,0.581834,0.251,0.428634,kitten dangling; barn rafters; swollen tongue; Aesop’s Fables; welted limbs; ice-cream-coated hands; father read; Lord God; doctor reach; jar; night; hayloft; apiary; underfoot; hatchet; beak; bandages; hives; pliers; bedside; nectar; summers; swarm; sleeper; kernels; owl; fever; mouth; wheat; bee; honey; field; corn; rise; eyes; bodies; creation; house; morning; spit—up; windowpane
Cathedrals,Ryan Teitman,"Oct 12, 2016",http://poetry.lib.uidaho.edu/index.php/ryan-teitman/cathedrals/,negative,-0.0687842,0.46967,0.188348,0.192325,0.264,0.446617,cathedral; burnt-out flatbed; knotty loaves; unfinished dome; shaky cathedral—; baker’s pantry; battered eye-socket; leg bones; bare-knuckle boxer; old man; draft horses; cordwood; mouths; whisper; cupola; tulips; nave; piles; fingers; palms; altars; joists; vaults; rye; fit; beds; reach; hands; kind; morning; architecture; shoveling; bodies; words; church; weight; skin; prayer
The City That Swallowed the Sea,Ryan Teitman,"Feb 3, 2017",http://poetry.lib.uidaho.edu/index.php/ryan-teitman/the-city-that-swallowed-the-sea/,negative,-0.0855754,0.203838,0.049977,0.424146,0.123,0.197221,emsp; churches unbreak bread; send old men; sea; city; tiny bronze bell; patron; creamy silt; streets sing; night cracks; stubbled chins; street corner; unfurled sails; rain skins; sweaty night; broken-blood ribs; tight knit; evening editions; nicked edges; tiny lungs; lead poisoning; tin whistles; brindle calf; dry hush; knees; pandemics; shoreline; ironworkers; saints; face; handbells; heel; licks; intercession; hiccups; tambourines; confessions; bookkeepers; shims; fingers; veins; bottle; newsmen; throat; saint; teacher; priest; punch; nerves; avenues
Curse,Meg Kearney,"Nov 14, 2016",http://poetry.lib.uidaho.edu/index.php/meg-kearney/curse/,negative,-0.307358,0.107351,0.121437,0.502578,0.240,0.490074,raven; raven lands; sweating rivers; crow; opposite shores; black hair; body’s water; blackness; crows; forehead; intent; breasts; lungs; difference; tongues; prophecy; tongue; shadow; spell; breathing; murder; break; mouth; wings; memory; bed; hand
Bonsai,Meg Kearney,"Mar 16, 2017",http://poetry.lib.uidaho.edu/?p=1329,negative,-0.192738,0.125877,0.496854,0.440557,0.256,0.492222,instruction book; human breath; tree home; Touch. Talk; indelible dirt; tiny laundry; lush color; body contains; freckles; leaves; baby; mother; phone; child; calms; junipers; eyelashes; aphids; cheeks; trunk; bonsai; tufts; tub; gift; house; sink; juniper; thumb; life; moss; hands; carry; vitamins; cotton; base; light; woman; water; bedroom; nursery; sister; rescue; eyes; sun; skin; heat; spring; forefinger; storm; voice
Longing,Meg Kearney,"Jan 18, 2017",http://poetry.lib.uidaho.edu/index.php/meg-kearney/longing/,negative,-0.272468,0.101158,0.543251,0.55577,0.229,0.461812,small White Mountain; cigarette butts; St. Vincent; woman; Longing; terror; bottle; shoulders; sunglasses; teenager; mirror; Twelfth; parking; eyes; seat; mouth; Cabernet; Fat; Tuesday; shadow; postcards; street; wine; corner; ground
Smoke Tree,Richard Foerster,"Nov 30, 2016",http://poetry.lib.uidaho.edu/index.php/richard-foerster/smoke-trees/,negative,-0.223773,0.245021,0.21567,0.096121,0.025,0.502384,emsp; Cotinus coggygria; tiny arson; smoke tree; distant ground; heat-choked air—; world; lather; capillaries; stratosphere; sad; ash; powder; cloud; rain; home; smolder; spinules
Minotaur,Richard Foerster,"Oct 26, 2016",http://poetry.lib.uidaho.edu/index.php/richard-foerster/minotaur/,negative,-0.199934,0.025159,0.340838,0.460357,0.004,0.274956,white chitons; unenunciated prayer; yesterdays; maze; eyes; silence; fingers; door; sweat; uniform; throat; thread; hearts; semen; string; men; way; gurgle
Stone,Richard Foerster,"Mar 9, 2017",http://poetry.lib.uidaho.edu/index.php/richard-foerster/stone/,negative,-0.28948,0.333731,0.072035,0.127894,0.014,0.560146,New England light; hyphen spans—; vast oblivions; chartless lands; vital bridge; mud season; green earth; shovel; stepping; farmer; marks; granite; mason; letters; after—; dates; winter
Eddie's Parrot,Michael Waters,"Apr 27, 2017",http://poetry.lib.uidaho.edu/?p=1340,negative,-0.333409,0.120212,0.481853,0.182284,0.200,0.484631,Eddie; quick parrot; rote rhetoric; spotlit plank; feathery philosopher; Aunt Anna; prankster uncle; straight man; stunned parrot; sad confetti; split seeds; chatterbox; knuckle; —the; swell; shreds; lock; dusk; evening; Catskill; Hegel; carrot; moment; key; work; Honey; grief; silence; door—; hell; time; store; circle; quit—; bars
"Green Ash, Red Maple, Black Gum",Michael Waters,"May 5, 2017",http://poetry.lib.uidaho.edu/?p=1343,negative,-0.279893,0.149865,0.127917,0.201558,0.045,0.534779,black gum; green ash; red maple; Audubon bearing loneliness; wintry souls; stagnant pools; ancient ash; deeper silence; trees; morass; wharves; rucksack; burl; sorrow; trunks; accusations; patience; truths; plaques; names; marriage; notebook; not-talking; shade; shadows; preserve; roof; not-sleeping; gravity; less-than-tenderness; not-lovemaking; darkness; scission
The Inarticulate,Michael Waters,"Oct 21, 2016",http://poetry.lib.uidaho.edu/index.php/michael-waters/the-inarticulate/,positive,0.151861,0.373137,0.38304,0.0173,0.043,0.298932,wax beans; frozen meats; continental drift; raucous rills; condensed milk; check-out lady; egg carton; Napoleonic hat; soothing skin; ribboned beef; snow pea; face; chops; boy; groceries; aisles; extremes; eggplant; melon; hemisphere; shopper; Saturday; moment; cans; announcement; purple; Jimmy; matter; water; weather; maps; hand
History,Richard Garcia,"Oct 7, 2016",http://poetry.lib.uidaho.edu/index.php/richard-garcia/history/,negative,-0.248551,0.535362,0.18306,0.487986,0.092,0.465897,wobbly ceiling fan; childless grandfather; Shah; poetry workshop; Arabian Desert; American South; silk dress; Lila; happenstance; nephews; knees; remembers; danger; tailor; Iran; airplane; wife; hands; instructor; Night; weather; History; room; children; way
The Case of the Disappearing Blondes,Richard Garcia,"Sep 22, 2016",http://poetry.lib.uidaho.edu/index.php/richard-garcia/the-case-of-the-disappearing-blondes/,negative,-0.265425,0.170112,0.484909,0.448637,0.240,0.537161,blondes; little glass eyes; fake blondes; Icelandic blondes; red-headed wife; blonde women; fox stole; deep blue; undisclosed location; cobalt nails; big trouble; Icelandic police; golf clubs; emergency session; Amazon jungle; developer fluid; shoulder; desk; lawn; roots; office
Upraised Arms,Richard Garcia,"Mar 23, 2017",http://poetry.lib.uidaho.edu/?p=1353,negative,-0.243056,0.093824,0.165313,0.498919,0.269,0.266042,arms; twin towers; dusty rust; corrosive mold; loving couples; man; stranger; fog; emsp; people; snipers; stomach; Baghdad; Babylon; strangers; sand; feet; bees; sky; dream; flowers; light; portraits; dark; paint
April Inventory,W.D. Snodgrass,"Dec 27, 2016",http://poetry.lib.uidaho.edu/index.php/w-d-snodgrass/april-inventory/,positive,0.130978,0.093047,0.098881,0.133452,0.523,0.536872,green catalpa tree; cherry blooms; starchy collars; expensive girls; little list; loosen love; pear tree; lovely girl; solid scholars; lovely world; classes Whitehead; luna moth; costly seasons; old man; value underneath; body’s hunger; trees; teeth; hair; book; gentleness; loveliness; dandruff; sleek; blossoms; pinker; blonder; petals; tabletop; thing; ulcers; spectacles; Mahler; dollars; notions; analyst; time; lie; things; reach; parents; date; wives; plot; sleeves; woman; source-book; child; colors; jobs
Invitation,W.D. Snodgrass,"May 10, 2017",http://poetry.lib.uidaho.edu/?p=1357,negative,-0.210643,0.153833,0.105816,0.153583,0.439,0.698916,Freud und Lust; alive look female; Come end; Cancel repayments; dear friend; black book; best beast; old aftermaths
Lifelong,W.D. Snodgrass,"Nov 17, 2016",http://poetry.lib.uidaho.edu/index.php/w-d-snodgrass/lifelong/,positive,0.219404,0.01466,0.004763,0.039791,0.658,0.257213,emsp; sanctimonious parchments; night’s tunnel; Proud pursuits; daybook’s edges; bright trophies; catch tunes; calm passion; Charles; laugh; leave; lift; leaf; Candelaria; Lucina; trampling; tidemark; growths; pavements; Dec.; marriage; gait; Feb.; echo; hand; nerves; strand; child; ribs; peaks; lies; mind; occult; breath; blood; ways; cage
The Cat,Russell Edson,"Dec 29, 2016",http://poetry.lib.uidaho.edu/index.php/russell-edson/the-cat/,negative,-0.278813,0.126564,0.474705,0.131855,0.407,0.509337,old man; emsp; cat; silk undies; sex kitten; women’s underwear; lingerie; papa; lady; moment; —Yes; table; hell; case
New Prose About an Old Poem,Russell Edson,"Dec 30, 2016",http://poetry.lib.uidaho.edu/index.php/russell-edson/new-prose-about-an-old-poem/,negative,-0.031061,0.117499,0.081968,0.407602,0.463,0.326286,emsp; old poem; wind; poet; reverse; desk; home; rest; mail; course
The Wonders of Nature,Russell Edson,"Sep 26, 2016",http://poetry.lib.uidaho.edu/index.php/russell-edson/the-wonders-of-nature/,positive,0.199195,0.097893,0.258657,0.093232,0.442,0.290539,carefully nourished heft; circus manager; watercress salad; women’s clothes; special bargain; emotional knot; fat lady; quick sale; modern sculpture; fly—By appointment; bearded lady; three-legged man; ounces; contortionist; goatee; lack; Siamese; chin; couple; dress; Ladies; money
I Abandoned My Plans. I Had No Plans.,Michael Teig,"Feb 27, 2017",http://poetry.lib.uidaho.edu/index.php/michael-teig/i-abandoned-my-plans-i-had-no-plans/,negative,-0.338688,0.161533,0.557061,0.401225,0.230,0.48662,Drowsy projectionist; retractable roof; little clerk; single crow; overdue snow; new world; narrow skin; men; insides; sun; centipede; sock; tilt; capitals; trouble; skyline; stick; wires; airplane; lift; teeth; morning; mice; saints; stadium; leaves; man; evidence; ships; lions; woman; help; space; Europe
Have I Forgotten Anything,Michael Teig,"May 9, 2017",http://poetry.lib.uidaho.edu/?p=1373,positive,0.365337,0.097089,0.100592,0.094529,0.633,0.471427,tiny green zipper; dog barks; old people; slogan; addendum; prolific; mixer; hummingbird; sequel; vans; morning; butterfly; parade; horizon; spaces; cat; sun; world
Night Jar,Michael Teig,"Dec 15, 2016",http://poetry.lib.uidaho.edu/index.php/michael-teig/night-jar/,negative,-0.296914,0.102332,0.180481,0.15105,0.441,0.526569,light rain; excessive offer; phone rings; abandoned season; long time; sill; dumpster; sink; apartment; pigeons; baroque; highway; moth; panic; rat; manner; feet; pocket; veterans; motor; flowers; America; world; wall; dog; moon
Parable of House and Broom,Katy Lederer,"May 3, 2017",http://poetry.lib.uidaho.edu/?p=1379,positive,0.149346,0.121137,0.086638,0.453553,0.498,0.466036,tidy joy; sky breaks; tall trees; house care; minaret; brooms; gap; Removes; wake
Morning Song,Katy Lederer,"Feb 24, 2017",http://poetry.lib.uidaho.edu/index.php/katy-lederer/morning-song/,negative,-0.0423333,0.112683,0.214526,0.195593,0.295,0.268349,wind swirls; brain; water; bench; birdsong; longing; billows; knives; morning; bodies; setting; love; Hearts.; body
The Genius of Time,Katy Lederer,"Oct 25, 2016",http://poetry.lib.uidaho.edu/index.php/katy-lederer/the-genius-of-time/,negative,-0.208066,0.137972,0.176013,0.449657,0.545,0.214733,time; small fingers; loud wind; small pleasure; granules; nothingness; confines; sandbox; wish; palms; genius; way; spirit; castle; scene; boy; body; box
Consolations,Louis Simpson,"Feb 1, 2017",http://poetry.lib.uidaho.edu/index.php/louis-simpson/consolations/,positive,0.384155,0.085013,0.445369,0.147178,0.493,0.429702,mulligan stew; favorite dish; long walks; toilet paper; cockatoo; waist; Auden; Whitman; Dickinson; snapshot; Yeats; Eliot; Pound; croquet; Frost; Semiramis; trencherman; lessons; visitor; woman
A Spot on the Kitchen Floor,Louis Simpson,"Apr 13, 2017",http://poetry.lib.uidaho.edu/?p=1388,negative,-0.292471,0.124538,0.13678,0.190994,0.449,0.267436,kitchen floor; bug; card; spot; legs; toy; door; circle
Wheels,Louis Simpson,"Jan 4, 2017",http://poetry.lib.uidaho.edu/index.php/louis-simpson/wheels/,negative,-0.15817,0.395128,0.133879,0.254349,0.272,0.430133,poor bloody horses; Egyptians; big wave; wheels; chariots; minds; Jews; spears; Moses; beginning; riding; freedom; people; world; end
The throat-flute uttering,Karen Volkman,"Mar 14, 2017",http://poetry.lib.uidaho.edu/?p=1392,negative,-0.0293723,0.088203,0.212246,0.112551,0.480,0.180185,constant note; nuanced cadences; mute contingencies; breathing frame; Audible degree; viewless voice; stopless increment; sate; fullness; wake; claim; sounding; nighttime; ear; nights; present; air; songs
I asked every flower,Karen Volkman,"Oct 19, 2016",http://poetry.lib.uidaho.edu/index.php/karen-volkman/i-asked-every-flower/,negative,-0.479672,0.105781,0.146334,0.14515,0.248,0.60245,palest friend; Fertility’s fraud; oubliette; mend; bier; nuance; breach; blink; flower; grain; arrête; dark; pauvrette; business; air; soil; eye; world
semi semi dash,Jillian Weise,"Sep 23, 2016",http://poetry.lib.uidaho.edu/index.php/jillian-weise/semi-semi-dash/,negative,-0.112977,0.127841,0.152185,0.173448,0.244,0.564285,Big Logos; Quantum Physics Store; frayed cuffs; 900-megahertz superconductor; magnets; house; jumpsuit; way; intentions; lips; blocks; crane; time; kinds; age; purpose; metal
café loop,Jillian Weise,"Mar 15, 2017",http://poetry.lib.uidaho.edu/?p=1398,negative,-0.154409,0.112757,0.148093,0.135385,0.260,0.532174,kind; long dresses; Tiny thing; political poetry; New Criticism; amputee; Atlantic; friend; AWP; commodification; FSU; disgusting; slice; offensive; lemon; poem; water; right; state; disability; dishonest.; group; light; mind; subaltern; identity.; wine; book; speaker; article; work; class
